"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"LEETCH42",558966,52955,99737,20206,188,429,650,235,1760,2103000,2722119,12559
"YUKI-NYAN SENPAI",548756,10313,58629,119,1210,536,288,330,292,721800,279078,1099
"DEADMAN123987",546718,22124,42296,2058,249,1196,525,195,1558,2097600,750570,2565
"ZULU-XI",545855,4760,39500,140,12119,146,61,8,59,117300,17391,212
"SPOONALOT",543693,24933,60245,6107,319,990,544,386,892,2040100,814090,7226
"MEMO",535530,20692,58161,4138,406,793,417,39,805,1636200,776799,2587
"A RAGING GYPSY",523833,26054,66054,4392,337,954,625,171,1548,1800800,871359,7840
"RICTUS",514297,33717,124216,3569,829,779,1292,51,947,1612700,1022961,1809
"N.C.N.N",511705,21083,89412,4449,478,873,582,99,1203,2018200,1086480,5753
"KDDI",510630,7518,41489,283,2545,601,348,62,581,648100,370680,985
"KERMER",497132,15817,56771,2682,328,1076,683,156,1050,1236000,686904,4867
"KALISHNAKOV",496448,22225,56557,4175,238,926,733,406,790,1831500,741539,6896
"1",496350,39237,80480,9190,264,1002,1042,250,1904,2101600,1032042,6963
"SUTOPIA",492492,17806,30146,6680,620,1213,395,57,3912,1775900,276577,5976
"FOREVERARIA",490787,16374,65865,5638,627,1213,462,72,932,1505800,838141,4080
"ROCKEYE",487377,22286,87329,7523,354,925,763,197,750,1909800,889645,4631
"ONLYNOOBSTRYHARD",484086,7984,30029,1458,504,663,284,73,483,829900,400514,2113
"BLACKSTAR101",481910,21347,47129,2922,293,555,294,102,1202,1786200,1186806,3943
"MARANELLO",475715,34897,104176,3143,1559,1397,1709,91,1933,2097500,605549,13381
"FAIL PLAYER",474033,24919,61776,6015,258,830,781,742,757,2098200,1418424,5958
"MISTAKILL",464631,26685,62181,7117,280,559,482,474,1318,2098200,868995,4843
"JAKE S",463138,35953,73336,6493,300,1423,552,276,1466,2104000,1131809,4942
"NB",461507,13250,36217,1021,334,463,332,196,514,951200,281948,591
"F2P_MAGGOT",460288,24642,48873,5297,137,1296,1060,361,2983,1713700,579359,6681
"ROKPARATROOPER",458999,17310,55625,3493,273,313,393,255,663,1588000,887807,6275
"ROD SERLING",450772,14753,42855,3347,350,635,306,118,869,1057300,660610,1678
"CHAPATTI",447207,28683,51238,5845,805,810,450,460,1082,2098100,1155808,1969
"MR.MUDE MG",446504,35676,85975,11625,188,406,555,163,1683,2098900,1982460,15180
"PHRAL",436044,21193,65762,3862,419,920,749,471,1271,1585000,1184256,4840
"DUBAYOO",435789,27287,50867,3244,294,1019,689,385,942,2001400,833965,5392
"JOHNG",433799,33909,70954,12983,344,573,588,242,1117,2097900,780450,4013
"CLOUD18",431702,16301,57107,3558,387,968,524,59,600,1407100,894261,1354
"LONE",430478,18009,78399,8838,237,449,729,131,598,1536600,1353946,9273
"CODENAME-FIVE",427077,18789,56592,1526,599,860,345,196,775,1260000,1080070,3644
"HILDEGRIM",426672,19986,62964,5930,272,489,307,169,876,1890200,921721,3728
"WILLIAMIONIANA",419952,26882,50671,4238,248,810,508,668,1432,2099700,824831,4517
"RIGHTWINGNINJA",411759,15033,39684,2780,490,543,361,422,609,1328800,711878,1876
"AFROKITSUNE",402026,38678,63479,11128,192,910,554,417,1533,2107100,1374729,10411
"PLAYSKULL",401706,17825,58217,3437,1625,427,276,138,839,1403200,686314,2180
"ROSWORTH",401687,27350,73293,3534,248,534,307,419,716,2097200,855050,2027
"LEEIZAZOMBIE",398297,14835,39962,3329,612,487,553,112,688,991000,794232,3770
"POOFY PONY",397805,26021,56203,3162,394,567,267,895,697,1950000,1208259,2749
"CANNON-FODDER",395150,14059,58289,3444,555,569,329,124,541,1169200,671606,5301
"ICETECHNICIAN",394414,22129,60801,5782,215,1362,1512,167,2003,2002700,698491,5104
"ERUISS",392272,22392,53116,5087,430,1187,730,285,1041,1863800,879706,4140
"PT.C",387434,23439,67603,8343,830,1361,1248,134,1138,2098900,774592,3405
"KUJO",386064,8453,30075,983,762,568,259,162,585,780900,344443,832
"FALLEN DREAMS",384666,20996,60061,5329,235,520,614,374,1566,2097200,1182378,6832
"SEVASTOPOL",383663,19883,72132,8029,437,616,464,266,1152,1695900,961343,5141
"WASUPZ3R",381781,18205,55338,3741,371,489,390,207,781,1692700,1350014,2925
"MR.LIU9621",381118,27947,50892,6733,316,894,493,169,1092,2099200,831615,5143
"IMUEKZ",379679,29305,52837,5169,432,1217,830,350,3223,1859900,842840,4692
"MERBLE",379510,15880,55951,3240,292,539,440,368,779,1518200,899719,5504
"CPTFOOT",379421,9976,46846,1071,464,642,424,269,438,807000,516583,3885
"NO-BIO",376982,11422,43773,597,524,319,233,62,686,707600,842889,1660
"JOHRAEL",376465,34865,71254,6913,416,1375,885,123,1075,2098900,1358372,12112
"TALION-FR",374974,31741,82105,16792,203,812,440,267,544,2103500,1544368,6325
"KINGFISH101",374222,19239,46539,6037,224,767,359,841,776,1938400,1175924,4378
"HERMAÃUR",374079,9226,35070,767,423,654,356,191,512,879400,518230,3986
"YARRINGMEOWER",369689,20415,52165,3028,254,1044,587,287,1362,1611200,666186,4593
"LIU",367124,19956,44890,7792,292,778,378,56,974,1958200,509345,2257
"TIGER5678",365351,27578,68772,5212,318,1198,975,155,2159,2101700,1191856,13172
"GHJI",364998,15353,43860,5542,201,713,578,33,1470,1030599,384115,2723
"STARWEN",363569,11948,50784,440,680,515,479,182,839,933600,105432,2479
"SARGEANTWAR",362977,26139,35459,5444,272,440,273,129,866,1411000,910855,2616
"KILROY",362598,17689,44891,5620,229,650,388,349,995,1862200,752240,6081
"DKFLA222",362395,18512,65026,7510,274,403,285,247,1034,1352100,2043719,5068
"BLEUGH",361930,6777,25295,834,393,424,264,123,540,589600,196253,729
"EL_CULERO",360649,32624,41103,8787,179,693,477,661,2333,2101900,1590646,4771
"CAPITAN RUSSEL",359626,18559,35346,4554,185,793,599,144,1735,1403600,600642,2149
"ENGUARD",355326,23185,51346,5861,318,561,427,245,933,2051300,963972,3487
"CORIOLIS1996",354243,47840,55849,8491,300,1186,957,479,1143,2100300,1513107,5338
"SEDA",351147,3885,14176,732,477,401,217,17,625,196000,112129,880
"KAIKEL",348267,19184,58995,6244,236,632,312,196,583,1797600,1055262,1547
"OPT_0",347495,28778,35316,5331,172,516,662,486,1343,1155400,609446,3997
"RITHILIN",347237,26514,39238,5941,215,770,273,135,1338,1947200,836365,1622
"GIRIDIUS",347040,20377,67627,6020,724,681,307,35,564,1792100,1260716,1950
"JAMESTCJUGGALO",345093,10201,31596,1104,523,514,441,205,776,723400,577375,901
"JUANHOOPOLIO",341770,17304,47164,4460,777,362,454,74,533,861100,980065,3099
"CYPRESS_BLADE",340323,19109,66016,3912,481,789,480,92,385,1808700,1190206,2182
"NICOLO",339005,31299,39789,8083,305,1406,1488,276,3099,2100000,908718,6330
"TOFUMAN",338818,10610,26626,1190,319,863,442,25,812,797000,270405,3248
"KRAISER",332777,22050,64003,7505,225,375,259,369,930,2099900,1273699,4687
"POMMY",330510,14273,35485,1883,254,795,599,361,1192,1347600,523624,3881
"MIYUNBUYU",329763,10725,41730,2102,487,465,351,135,605,816800,490642,2487
"SPARTAN4125",324947,28686,61939,9292,176,286,379,1076,318,2105500,772652,11386
"NUELEN",323889,19086,48282,5180,519,704,435,97,778,1402800,635062,3579
"WYZZ",321238,14287,35096,2097,533,482,313,104,832,951500,653568,5079
"BEAUTOWNOUTLAW",320223,30261,42931,3247,243,686,574,586,1355,2099100,781356,4439
"KISETU",319892,11537,37307,3256,662,494,331,94,653,895400,451713,3423
"CLIVERED",318133,17452,40343,4805,225,668,292,54,1034,1471100,728894,3285
"TIARINBLATE",315988,7979,28368,4093,198,344,288,20,357,814800,423608,3056
"MTHL",315185,18168,43335,2960,274,750,782,181,996,1189700,416534,7000
"SAVRUL",312400,26537,45782,2286,230,477,328,612,1123,1814100,1411051,3537
"ONONYMOUS",311631,10001,25012,1624,232,238,104,91,405,871200,441985,1538
"DEADSOULS19",310330,10631,29340,2036,448,454,270,21,1263,947500,755844,3759
"SCHLEUDERER",310174,15791,50278,1173,333,194,582,579,188,1406600,716958,2875
"CRAY",309100,15545,30903,2467,555,465,224,196,320,1272700,520699,2031
"FOREFOX",307824,11111,28831,1485,332,441,438,199,468,901500,356506,1240
"WHITEFLAW",306095,18597,38489,967,326,750,532,228,1018,1569000,833038,2030
"BANANA.RAR",303770,17825,35202,3665,334,485,243,247,718,1067800,622697,2250
"CHARLESTONE",302845,12711,47688,1689,326,350,525,133,539,1079200,519746,3146
"MININGBOY1989",300756,14622,37819,3616,286,905,425,48,1075,1083100,385495,3544
"KEDDNEX",300254,20121,61421,3078,494,584,873,67,619,1924700,653996,2172
"GUNSUP!",299689,18730,44828,5288,245,804,621,143,1498,1739900,774695,7805
"PROSKILLS",299039,15637,40233,6512,593,641,420,86,1252,1105100,623013,5030
"ROBERT A. GREEN",296312,27541,53659,7878,242,755,672,377,1691,2099200,1520661,10551
"SERGEANT MUFFINS",294985,13233,26691,1351,295,536,431,228,889,1173300,372486,3236
"JAY DADDY",292245,10310,34146,3020,445,242,126,140,343,836200,459448,2085
"BASTO",292227,16219,44447,4703,201,202,402,82,612,871900,429230,3805
"UNIVERSALI",292215,13888,38009,2536,333,477,542,175,1092,1168500,755039,4036
"1LONELYSNIPER",291313,13468,32457,4525,204,625,312,271,684,1129800,721678,4142
"SESH",290675,24246,69032,13343,132,241,446,61,600,1401800,1875911,3225
"N4P4LM",289378,24648,62169,12541,130,500,377,436,472,2098300,1237932,6339
"ELYSIUM",288302,17460,64891,1237,1528,462,181,34,447,838200,628757,3177
"SETSUNA KURAZAKI",287271,9649,31844,674,496,1171,1302,162,864,690200,180271,4830
"LEWD LOLI",284959,7162,36293,229,794,450,332,351,306,561100,165294,1548
"DYALOT",284588,7398,17796,2892,158,588,178,124,528,777300,281277,2236
"FREEZ",280833,16826,38596,3487,493,666,174,101,1472,1409500,775033,2383
"YTHIEL",280709,10690,44156,1249,290,870,434,105,224,1065800,827958,2427
"XIANDER",276381,14127,46691,2972,554,212,118,56,483,946300,1001222,1033
"ZUKKIE",274837,22486,47283,7269,187,514,557,276,1375,1467900,875633,7096
"MOOMOOMOO",272837,15397,60215,10293,168,344,417,109,619,1309500,936611,5894
"PABBATT BLUE",271416,16282,34201,2291,1337,286,204,266,798,1167900,749824,1552
"RADE",271247,20278,52797,6029,310,467,518,316,632,1240400,776988,5687
"CH4K4N",270824,12940,45081,1447,907,497,409,278,606,914300,958057,1751
"TRYHARDNOOB",270673,3154,17522,56,630,262,197,35,189,276000,127033,520
"COMPUTER RAGE",270311,6292,22740,276,335,584,654,56,376,416500,160322,2780
"Ã¤Â»Â¥Ã¤Â¸ÂÃ¦ÂÂÃ§ÂÂ¾",270014,7586,32426,503,506,335,230,105,286,596800,414993,1943
"SGT.JAYNIMROD",268709,16090,36991,2880,254,323,225,191,756,1603300,631643,3843
"CORIOLIS1128",268272,26828,39231,2914,222,722,818,703,674,1866500,999957,4352
"11QQ",267904,17837,30390,4577,265,736,709,71,2152,1499100,600887,3603
"OLDMANPUSHTHECAR",267661,9925,26139,2729,239,410,215,163,581,1011300,181317,5427
"PIRX",267434,21230,63056,7899,247,595,827,33,589,1788200,1261677,2687
"PRIVATE JF",266446,2439,13357,173,777,241,188,67,217,182200,56983,410
"WARBRAND2",265347,20361,38450,4064,226,651,461,597,803,1687300,758986,2291
"SONICG52",264820,14921,49383,3935,370,232,164,210,302,954100,895294,2397
"BLACK RABBIT",263326,17538,45891,1433,474,235,527,178,544,1720800,945322,1436
"DAVIN",262029,24651,29548,2154,258,1551,1446,58,3785,1939300,369602,6649
"TANGODELTA12",260529,21855,32286,3225,213,246,328,644,713,1343900,788637,1739
"C417632069",260055,18233,37060,3724,404,1030,382,38,1103,1989000,581302,3067
"AZERIU",257887,14730,38439,3652,522,174,108,235,460,898400,381342,3031
"JOHNAVERAGE",256647,14939,46771,3020,253,284,163,318,353,994700,783346,4072
"NEFERPITOU",254948,6130,26243,196,1058,231,97,155,134,488300,185009,735
"JONESY22",254266,20406,55992,6035,212,161,312,190,660,1012300,898392,2203
"TIRED SLOTH",254126,12391,34725,726,385,565,387,264,476,847100,581666,975
"GHOSTRONINBOOM",253476,11014,28359,4753,279,455,302,49,520,804600,332070,3929
"ANGRYSQUIRREL",253316,13477,36223,2467,254,232,416,153,425,892200,323310,2398
"MR. REN",248546,18020,42674,5802,283,287,208,559,716,2097200,1211480,5961
"GIBBS",248250,9538,29154,4225,223,375,323,153,468,665300,721200,2149
"NUTTERTOOL",248157,13062,42782,4029,223,447,426,182,799,1224300,498243,6163
"AXPION",247959,11831,40386,4005,478,442,159,67,387,962800,621753,3815
"PRVJPT",247692,36014,72167,20252,126,90,282,141,755,2102400,2296812,2162
"THE RWR PUNISHER",247280,7528,28112,511,340,987,1009,110,775,527100,139150,4087
"ZEALOT163",247049,14397,31931,5273,167,778,429,244,1312,1480800,398076,2251
"KEMENZ",245412,10592,40075,1751,229,272,335,292,572,965800,888814,2227
"MOIST CLAIM MEAT",244443,5559,23978,803,326,407,320,83,284,415100,300963,2291
"SHITGAME",244076,11530,49160,1447,1028,615,894,67,1220,1047200,194452,1598
"JHONNY NIDEB",241793,11769,24897,2654,370,427,593,342,765,944700,320041,4491
"LKJHVC",240517,12055,36064,1509,362,267,296,133,355,812000,432340,1364
"MR. HOPS",239900,19495,53959,12110,162,317,401,171,657,1719800,1112862,6512
"NIKOLAI SANDROFF",238811,26651,24947,6330,195,632,402,50,2131,1750600,451085,2893
"TREEFORD",238746,8608,30020,3701,189,403,285,121,396,767600,372975,2776
"JULYAN",238485,11543,37705,1235,483,248,341,260,245,786200,587527,2193
"FIRED CEO",237723,14699,33388,2496,176,200,265,343,347,1430700,913923,1986
"RIGORMORTIIS",237267,18847,28100,3449,173,259,117,300,691,1525600,586331,2438
"CHAINKILLER_NL",235770,18172,31765,4236,274,467,443,232,1730,1391000,416746,4396
"GANKEY",234554,23796,52787,7318,229,255,447,105,518,929600,813091,4153
"MR. SKELLINGTON",232637,12298,32193,5336,221,493,469,119,626,918400,472961,2970
"NITCH",232428,9375,26215,2575,465,345,344,103,612,748900,324041,2545
"TINGTINGTHS",231530,11330,44796,8389,139,210,358,91,404,936800,997830,4752
"MR KAPUT",229696,19251,28273,6642,262,411,314,56,1429,872400,427916,2581
"TAMA WA NEKO DA!",229319,5090,25656,79,777,157,155,181,185,373600,149686,497
"LIMA",228795,8464,26345,689,411,314,50,100,224,828700,448042,785
"POIDACHI",226244,2931,14467,63,631,178,60,112,107,199700,53786,348
"TURBOMART",226047,8939,35578,2791,638,224,251,55,370,696600,311352,2192
"[JIMMY]",225640,14200,39056,2201,228,181,225,287,493,1033000,703157,3200
"WOLVERAS",225271,11135,30589,3646,368,334,262,74,567,831900,261020,1319
"D3VILRUL3R",223925,13251,25977,2852,311,448,433,220,1119,894000,376111,2118
"STATUTORY APE",223322,12081,26608,1055,1220,374,476,172,784,770900,214242,2126
"TKW",222591,13719,30505,1309,438,836,766,77,1029,1106500,269066,5987
"AKAKIY",221586,20304,50157,12863,120,735,277,116,730,1849800,1256109,2741
"WAFFARU",221235,6250,18492,1391,347,508,377,170,750,578900,216529,1589
"EINSZWEIDREI",219518,8604,21167,3135,207,268,178,46,360,655800,396919,1337
"LITTLE SCHEMER",219465,10036,27295,675,487,349,411,210,447,768300,222617,1458
"TECH9",219252,21216,28140,4059,250,301,246,406,664,1672200,546095,2709
"RELANSCARLET",216960,15459,42197,1612,541,279,365,612,109,911200,577765,853
"MANPOWER",215485,17846,28599,3442,658,1035,287,33,893,1300900,491387,3877
"BOXY BROWN",215329,19399,48130,6976,240,188,149,344,384,1976600,918723,3872
"MTCNEKO",215287,14532,23054,2466,180,332,248,78,1029,784200,319296,1378
"INC",215111,13559,42871,7658,150,286,319,388,896,1387400,731288,6265
"WALTARRON",215031,37523,33903,3945,328,532,342,308,969,2099100,932250,3562
"XANAX",214533,15272,29949,1935,320,354,235,89,881,1307100,644556,1538
"PG.AIRSTRIKE",211972,26845,44847,9737,194,344,317,331,573,2097300,384996,8769
"AKRYDER2",210930,22552,29868,6502,222,551,337,19,1451,1541100,1090482,3012
"ARGONTITAN",210663,13446,40733,3006,248,282,282,120,786,1150400,446507,4586
"GRIFFIN",210298,10226,30048,2478,246,295,420,98,392,773200,502006,3336
"CHARNOBYL",210293,12222,30720,1052,332,380,396,154,604,966900,759227,1832
"TONYMOLY",209247,10954,23140,1648,339,291,162,59,614,697300,207572,1074
"XAOC",208955,11447,34585,985,728,423,288,92,752,825600,389353,1708
"RATCALLER",206454,8530,24742,2199,345,522,475,35,606,705700,359189,2794
"SOUPMCTAVISH",203835,14542,31150,2962,204,407,221,74,807,1115800,536576,2215
"LUBI",203492,12206,30829,7864,189,315,244,178,760,1224500,363982,5440
"MAKEP",203470,11551,36109,4900,177,376,488,69,1098,1105900,632446,8103
"TURKEYSANDWICH6",203238,14173,32106,4700,256,643,427,95,2028,1144700,512832,2050
