"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"TALION-FR",375367,31776,82185,16799,203,812,440,269,545,2103500,1547431,6344
"HERMAÃUR",374079,9226,35070,767,423,654,356,191,512,879400,518230,3986
"STARWEN",369767,12167,51612,445,680,526,482,190,863,949600,106910,2519
"YARRINGMEOWER",369689,20415,52165,3028,254,1044,587,287,1362,1611200,666186,4593
"GHJI",364998,15353,43860,5542,201,713,578,33,1470,1030599,384115,2723
"SARGEANTWAR",362977,26139,35459,5444,272,440,273,129,866,1411000,910855,2616
"MTHL",362768,20624,49882,3370,274,851,902,200,1128,1391100,478741,8145
"DKFLA222",362395,18512,65026,7510,274,403,285,247,1034,1352100,2043719,5068
"BLEUGH",361930,6777,25295,834,393,424,264,123,540,589600,196253,729
"EL_CULERO",360649,32624,41103,8787,179,693,477,661,2333,2101900,1590646,4771
"CAPITAN RUSSEL",359963,18623,35429,4560,185,797,600,144,1744,1407600,605417,2150
"ENGUARD",357040,23315,51644,5879,318,568,432,247,936,2068699,968909,3501
"CORIOLIS1996",354243,47840,55849,8491,300,1186,957,479,1143,2100300,1513107,5338
"SEDA",353959,3988,14420,743,477,402,222,18,640,200600,113549,897
"RITHILIN",352638,26974,39994,6021,215,786,274,138,1365,1991800,857110,1654
"OLD FART",351313,5559,26600,237,384,552,370,51,733,575300,213592,2605
"OPT_0",347495,28778,35316,5331,172,516,662,486,1343,1155400,609446,3997
"GIRIDIUS",347040,20377,67627,6020,724,681,307,35,564,1792100,1260716,1950
"JAMESTCJUGGALO",345093,10201,31596,1104,523,514,441,205,776,723400,577375,901
"UNIVERSALI",343822,15864,44774,2884,333,591,598,198,1270,1409600,886696,4845
"ZELI",342608,24507,58411,7639,310,703,616,450,546,1666100,947532,7310
"JUANHOOPOLIO",341770,17304,47164,4460,777,362,454,74,533,861100,980065,3099
"LIUSUAN",341096,18750,58398,4777,355,1465,806,135,1889,1553200,911093,6278
"NUTTERTOOL",340575,16221,55673,4562,223,546,560,252,997,1641000,611957,7945
"CYPRESS_BLADE",340323,19109,66016,3912,481,789,480,92,385,1808700,1190206,2182
"BASTO",339604,18227,50279,4949,201,227,453,96,677,959000,483002,4289
"NICOLO",339005,31299,39789,8083,305,1406,1488,276,3099,2100000,908718,6330
"TOFUMAN",338818,10610,26626,1190,319,863,442,25,812,797000,270405,3248
"PRVJPT",335837,44773,92391,25018,227,120,358,197,906,2105500,2950786,2943
"KRAISER",335184,22261,64483,7537,225,376,261,373,937,2100000,1282477,4726
"CORIOLIS1128",333074,32611,48975,3597,222,954,989,854,850,2098100,1298384,5345
"POMMY",330510,14274,35485,1883,254,795,599,361,1192,1347700,523669,3881
"NONEJ",329786,24232,47947,5223,571,666,465,277,877,1885900,583529,4040
"N4P4LM",327153,26620,68036,13178,133,547,403,485,503,2100100,1371321,6795
"SPARTAN4125",324947,28686,61939,9292,176,286,379,1076,318,2105500,772652,11386
"NUELEN",323889,19086,48282,5180,519,704,435,97,778,1402800,635062,3579
"SAVRUL",323290,27466,47244,2361,230,515,339,626,1174,1890600,1460464,3642
"KEDDNEX",322731,21461,65908,3103,494,612,929,72,647,2062000,682688,2292
"WYZZ",321238,14287,35096,2097,533,482,313,104,832,951500,653568,5079
"SCHLEUDERER",319010,16611,51801,1181,333,195,583,620,188,1559300,759321,2890
"CLIVERED",318133,17452,40343,4805,225,668,292,54,1034,1471100,728894,3285
"TIARINBLATE",315988,7979,28368,4093,198,344,288,20,357,814800,423608,3056
"CRAY",314370,16197,31709,2519,555,468,228,231,321,1353500,533841,2067
"WANZER",313888,14230,53653,1789,307,405,386,255,329,1299800,794793,2694
"TANGODELTA12",313112,24937,37428,3495,213,289,364,818,799,1556600,965083,2070
"ONONYMOUS",312108,10045,25114,1632,232,238,105,92,407,874600,443726,1546
"ELYSIUM",311033,19027,69846,1359,1528,478,192,38,469,910600,678218,3445
"DEADSOULS19",310582,10660,29399,2037,448,454,270,21,1265,949800,756126,3760
"FOREFOX",307824,11111,28831,1485,332,441,438,199,468,901500,356506,1240
"WHITEFLAW",306095,18597,38489,967,326,750,532,228,1018,1569000,833038,2030
"SESH",304245,25076,71787,13765,132,247,464,72,618,1479200,1941032,3288
"BANANA.RAR",303770,17825,35202,3665,334,485,243,247,718,1067800,622697,2250
"FREEZ",303309,17681,41477,3636,493,713,205,109,1564,1474600,827667,2494
"CHARLESTONE",302845,12711,47688,1689,326,350,525,133,539,1079200,519746,3146
"MALICK",301772,12151,46026,1189,573,435,328,167,828,968100,1038270,2449
"MININGBOY1989",301134,14667,37876,3623,286,906,426,48,1078,1087700,385748,3546
"GUNSUP!",299689,18730,44828,5288,245,804,621,143,1498,1739900,774695,7805
"PROSKILLS",299077,15646,40241,6515,593,641,420,86,1253,1106600,623238,5031
"ROBERT A. GREEN",296312,27541,53659,7878,242,755,672,377,1691,2099200,1520661,10551
"WARBRAND2",295916,22280,42424,4333,226,715,543,699,896,1867700,820899,2458
"SERGEANT MUFFINS",294985,13234,26691,1351,295,536,431,228,889,1173400,372486,3236
"JAY DADDY",292245,10310,34146,3020,445,242,126,140,343,836200,459448,2085
"1LONELYSNIPER",291313,13468,32457,4525,204,625,312,271,684,1129800,721678,4142
"SETSUNA KURAZAKI",287594,9677,31912,675,496,1173,1304,162,866,691500,180457,4837
"LEWD LOLI",284959,7162,36293,229,794,450,332,351,306,561100,165294,1548
"DYALOT",284588,7398,17796,2892,158,588,178,124,528,777300,281277,2236
"SONICG52",282937,16189,52750,4112,370,238,175,241,320,1007700,956409,2589
"XIANDER",276381,14127,46691,2972,554,212,118,56,483,946300,1001222,1033
"PRIVATE JF",275934,2787,14720,192,777,256,205,78,222,202900,63106,463
"ZUKKIE",274837,22497,47283,7269,187,514,557,276,1375,1468000,875663,7096
"KEMENZ",273414,11648,43876,1918,229,333,367,320,651,1063400,965909,2440
"MOOMOOMOO",272837,15397,60215,10293,168,344,417,109,619,1309500,936611,5894
"JHONNY NIDEB",271646,12912,27367,2957,370,493,664,376,803,1034900,345326,4794
"PABBATT BLUE",271416,16282,34201,2291,1337,286,204,266,798,1167900,749824,1552
"RADE",271247,20278,52797,6029,310,467,518,316,632,1240400,776988,5687
"C417632069",271113,18468,38309,3757,404,1089,416,38,1139,2012400,587446,3115
"CH4K4N",270824,12940,45081,1447,907,497,409,278,606,914300,958057,1751
"TRYHARDNOOB",270673,3154,17522,56,630,262,197,35,189,276000,127033,520
"COMPUTER RAGE",270311,6300,22740,276,335,584,654,56,376,416800,160323,2780
"SGT.JAYNIMROD",268709,16090,36991,2880,254,323,225,191,756,1603300,631643,3843
"TIRED SLOTH",268383,12965,36663,763,385,580,411,280,510,882400,607209,1026
"11QQ",267904,17837,30390,4577,265,736,709,71,2152,1499100,600887,3603
"OLDMANPUSHTHECAR",267661,9925,26139,2729,239,410,215,163,581,1011300,181317,5427
"PIRX",267434,21230,63056,7899,247,595,827,33,589,1788200,1261677,2687
"JONESY22",267033,21255,58814,6268,212,169,321,200,688,1058100,928241,2332
"YAKURUTO",266229,20947,52067,13177,159,679,956,185,1523,2043000,674580,5474
"DAVIN",262029,24651,29548,2154,258,1551,1446,58,3785,1939300,369602,6649
"GIBBS",261906,10257,31643,4441,223,398,346,163,503,721000,804045,2352
"MR. HOPS",258210,20763,57689,12828,162,345,423,181,703,1868200,1163049,7001
"AZERIU",257887,14730,38439,3652,522,174,108,235,460,898400,381342,3031
"JOHNAVERAGE",257182,14967,46887,3024,253,284,163,320,353,996700,784625,4087
"GHOSTRONINBOOM",255160,11071,28539,4777,279,457,305,50,522,808800,334424,3950
"NEFERPITOU",254948,6130,26243,196,1058,231,97,155,134,488300,185009,735
"MOIST CLAIM MEAT",254738,5855,25169,838,326,438,330,86,300,437600,317617,2371
"SARGENT WHISKY",253335,15957,40031,3562,275,591,465,294,993,1378300,639345,4576
"ANGRYSQUIRREL",253316,13477,36223,2467,254,232,416,153,425,892200,323310,2398
"FLAT CAT",252397,11803,34390,1607,252,369,390,589,330,963100,460579,4838
"FRIDAY",251848,16460,39244,1592,290,591,500,442,1018,1581000,775257,3086
"AABBWHY",249944,17473,52090,5591,1023,642,789,45,1108,1305500,360716,3098
"MR. REN",248546,18020,42674,5802,283,287,208,559,716,2097200,1211480,5961
"AXPION",247959,11834,40386,4005,478,442,159,67,387,962900,621753,3815
"QIYUAN",247877,19412,36018,1593,421,380,266,48,661,1224700,1257987,1149
"RIGORMORTIIS",247818,19438,29085,3529,173,268,123,319,720,1598000,599995,2543
"THE RWR PUNISHER",247280,7531,28112,511,340,987,1009,110,775,527200,139150,4087
"NIKOLAI SANDROFF",246464,27633,25596,6458,195,641,407,52,2172,1812700,463336,2952
"WALTARRON",245839,42247,38339,4541,328,690,417,342,1168,2102100,1019204,4256
"SHIN[]BI",245342,13554,28517,597,405,277,152,163,789,767900,235656,791
"ALISTER",244781,25017,55400,12689,157,185,262,72,674,2097300,929925,8419
"SHITGAME",244054,11537,49160,1447,1028,615,894,67,1222,1047599,194454,1601
"R.X",242973,17078,43219,4605,206,333,413,189,672,1616100,747765,5546
"RELANSCARLET",242803,17093,46537,1659,541,303,412,713,123,991000,589698,933
"LKJHVC",240517,12055,36064,1509,362,267,296,133,355,812000,432340,1364
"GANKEY",240165,24769,54036,7564,229,264,458,113,544,957800,830526,4277
"TREEFORD",238746,8608,30020,3701,189,403,285,121,396,767600,372975,2776
"JULYAN",238485,11543,37705,1235,483,248,341,260,245,786200,587527,2193
"FIRED CEO",237723,14699,33388,2496,176,200,265,343,347,1430700,913923,1986
"XEROV",236741,20601,36213,3913,181,506,337,204,646,1746500,1086193,2601
"BOXY BROWN",236431,20718,52373,7445,240,204,161,387,392,2097300,995049,4146
"CHAINKILLER_NL",236180,18208,31854,4238,274,468,445,232,1730,1396200,417971,4413
"MINISHEEP",233817,16559,40394,5392,182,438,431,63,574,1910400,756184,5714
"MR. SKELLINGTON",232637,12298,32193,5336,221,493,469,119,626,918400,472961,2970
"NITCH",232428,9375,26215,2575,465,345,344,103,612,748900,324041,2545
"TINGTINGTHS",231530,11330,44796,8389,139,210,358,91,404,936800,997830,4752
"MR KAPUT",229696,19251,28273,6642,262,411,314,56,1429,872400,427916,2581
"TAMA WA NEKO DA!",229319,5090,25656,79,777,157,155,181,185,373600,149686,497
"LIMA",228795,8464,26345,689,411,314,50,100,224,828700,448042,785
"ARGONTITAN",226622,14202,43689,3079,292,304,288,123,820,1224600,470990,4903
"XANAX",226499,15964,31817,1980,320,374,247,93,913,1360800,703820,1576
"POIDACHI",226244,2931,14467,63,631,178,60,112,107,199700,53786,348
"TURBOMART",226047,8939,35578,2791,638,224,251,55,370,696600,311352,2192
"[JIMMY]",225640,14200,39056,2201,228,181,225,287,493,1033000,703157,3200
