"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"FRIDAY",551706,28036,78816,2459,325,1413,846,604,1865,2099700,1325391,4638
"HILDEGRIM",549563,26022,83625,7015,272,588,501,251,1175,2100000,1220098,5444
"YUKI-NYAN SENPAI",548756,10313,58629,119,1210,536,288,330,292,721800,279078,1099
"DEADMAN123987",547476,22163,42395,2064,249,1198,528,196,1569,2097700,751948,2587
"ZULU-XI",545855,4760,39500,140,12119,146,61,8,59,117300,17391,212
"SARGEANTWAR",544537,30460,46506,6461,350,696,426,270,1263,1877000,1049431,3566
"SPOONALOT",543693,24933,60245,6107,319,990,544,386,892,2040100,814090,7226
"MEMO",535530,20692,58161,4138,406,793,417,39,805,1636200,776799,2587
"KALISHNAKOV",535136,23964,61235,4462,238,1009,787,422,900,1981000,798702,7472
"BLACK RABBIT",534110,29325,84315,2391,474,646,1156,375,1020,2101000,1794577,3277
"QIYUAN",530767,27998,64915,2195,421,797,543,79,1155,1698800,1693902,1723
"CORIOLIS1128",526515,43616,72298,4980,222,1461,1387,1219,1324,2101900,1846171,7948
"N.C.N.N",523598,21572,91366,4522,478,894,595,101,1247,2072199,1108712,5858
"KDDI",510630,7518,41489,283,2545,601,348,62,581,648100,370680,985
"FOREVERARIA",507394,17228,68661,5995,627,1250,484,77,1004,1601300,877955,4341
"WANZER",503144,22537,83993,2573,328,563,550,482,548,2097400,1361539,4360
"KERMER",497132,15817,56771,2682,328,1076,683,156,1050,1236000,686904,4867
"ROCKEYE",495955,22676,88656,7601,354,935,775,207,762,1950000,897444,4723
"LIUSUAN",492976,23031,78873,5370,470,2014,1057,166,2705,1886600,1168144,7563
"SUTOPIA",492492,17806,30146,6680,620,1213,395,57,3912,1775900,276577,5976
"ONLYNOOBSTRYHARD",484086,7984,30029,1458,504,663,284,73,483,829900,400514,2113
"BLACKSTAR101",481910,21347,47129,2922,293,555,294,102,1202,1786200,1186806,3943
"MARANELLO",481642,35230,105614,3148,1559,1414,1729,91,1957,2097500,608891,13461
"FAIL PLAYER",481251,25474,62580,6087,258,839,793,758,776,2098500,1445808,6060
"JOHNG",480364,36465,77686,13785,344,628,640,294,1241,2098300,823283,4295
"ANDEXA",472745,25229,68778,2896,960,521,374,295,560,2014500,971757,6106
"CHAPATTI",466053,29777,53414,5947,805,840,476,491,1126,2098500,1196885,2057
"JAKE S",465740,36258,73889,6543,300,1429,556,277,1479,2104300,1137102,4974
"ROKPARATROOPER",462716,17515,56277,3512,273,314,394,255,671,1607200,904202,6311
"NB",461507,13250,36217,1021,334,463,332,196,514,951200,281948,591
"ROD SERLING",450772,14753,42855,3347,350,635,306,118,869,1057300,660610,1678
"DUBAYOO",442330,27798,51484,3267,294,1026,694,405,951,2028200,846064,5450
"AFROKITSUNE",439453,41471,69394,11624,192,983,623,439,1708,2109100,1487847,11218
"PHRAL",436044,21193,65762,3862,419,920,749,471,1271,1585000,1184256,4840
"YTHIEL",435044,17086,69491,1663,432,1322,656,187,326,1877800,1389217,3540
"CLOUD18",431702,16301,57107,3558,387,968,524,59,600,1407100,894261,1354
"KILROY",431545,19535,52236,5926,272,785,446,384,1115,2049600,893359,6639
"LONE",430478,18009,78399,8838,237,449,729,131,598,1536600,1353946,9273
"CODENAME-FIVE",427077,18789,56592,1526,599,860,345,196,775,1260000,1080070,3644
"XANAX",426377,23803,58435,2940,320,631,429,150,1484,2057400,1255619,2754
"PRVJPT",425379,52816,111744,29584,227,150,475,265,1089,2107700,3539682,3815
"SEVASTOPOL",417066,20602,75774,8318,437,647,499,287,1218,1774700,1005001,5513
"MIYUNBUYU",414914,12994,51243,2334,487,559,442,169,747,958300,588415,2927
"RIGHTWINGNINJA",411968,15084,39755,2786,490,544,362,422,620,1334400,714170,1881
"MTHL",409089,23027,55566,3795,274,929,998,209,1267,1544200,534496,9411
"ERUISS",406722,23301,55437,5280,430,1246,774,298,1093,1929200,913682,4335
"TALION-FR",403118,33496,87830,17414,203,839,461,344,589,2105200,1649161,6891
"WASUPZ3R",401762,19215,58644,3829,371,499,398,227,801,1802600,1448186,3079
"PLAYSKULL",401706,17825,58217,3437,1625,427,276,138,839,1403200,686314,2180
"ROSWORTH",401687,27350,73293,3534,248,534,307,419,716,2097200,855050,2027
"CANNON-FODDER",398909,14187,58904,3471,555,571,330,129,543,1183500,677275,5364
"LEEIZAZOMBIE",398315,14840,39967,3330,612,487,553,112,688,991500,794394,3770
"POOFY PONY",397805,26021,56203,3162,394,567,267,895,697,1950000,1208259,2749
"ICETECHNICIAN",394414,22129,60801,5782,215,1362,1512,167,2003,2002700,698491,5104
"BASTO",393860,20402,56553,5171,247,262,504,107,749,1052900,540994,4792
"STARWEN",392042,12875,54531,472,680,541,509,202,920,998700,112887,2688
"TIGER5678",391575,29051,73714,5552,318,1320,1060,160,2322,2102800,1271847,14034
"PT.C",389622,23554,68003,8371,830,1365,1255,135,1144,2098900,778048,3425
"MALICK",387269,14861,56838,1335,573,668,468,182,1171,1144900,1193005,2880
"KUJO",386064,8453,30075,983,762,568,259,162,585,780900,344443,832
"KINGFISH101",385384,20068,48123,6132,224,792,366,890,797,2025900,1228283,4590
"VCC",384131,18301,55093,4287,250,550,341,95,1107,1538100,1078785,4282
"MERBLE",381646,15995,56296,3254,292,541,443,373,786,1532000,904929,5533
"MR.LIU9621",381118,27950,50892,6733,316,894,493,169,1092,2099200,831616,5143
"NONEJ",380873,26881,52473,5985,571,768,549,298,1079,2097500,622959,4614
"LIU",379542,20289,46020,7881,292,791,392,57,1000,2000300,515538,2295
"CPTFOOT",379421,9976,46846,1071,464,642,424,269,438,807000,516583,3885
"NO-BIO",376982,11422,43773,597,524,319,233,62,686,707600,842889,1660
"JOHRAEL",376465,34865,71254,6913,416,1375,885,123,1075,2098900,1358372,12112
"BUMWORMZ",376373,32166,56129,7263,302,578,744,348,969,1897400,1413289,4049
"FENIX3",374903,10834,43147,1725,319,517,574,140,779,853400,357215,2573
"HERMAÃUR",374079,9226,35070,767,423,654,356,191,512,879400,518230,3986
"BLEUGH",371726,7303,26695,891,393,433,269,128,575,617600,214050,763
"YARRINGMEOWER",369689,20415,52165,3028,254,1044,587,287,1362,1611200,666186,4593
"N4P4LM",367324,28866,74704,14103,133,604,425,521,528,2101500,1488550,7385
"GHJI",364998,15353,43860,5542,201,713,578,33,1470,1030599,384115,2723
"NUTTERTOOL",364425,16809,58326,4617,284,571,600,284,1026,1693400,632549,8258
"SOLOMONCHI",362571,12878,41290,2081,440,861,436,108,1228,1067400,569294,3404
"DKFLA222",362395,18512,65026,7510,274,403,285,247,1034,1352100,2043719,5068
"EL_CULERO",361012,32680,41153,8815,179,693,478,663,2336,2101900,1593458,4784
"CAPITAN RUSSEL",360988,18749,35601,4594,185,802,602,144,1749,1419800,608388,2159
"OPT_0",360839,29549,35586,5364,172,530,670,491,1443,1165400,610786,4021
"UNIVERSALI",360430,16266,46243,2961,333,616,627,206,1311,1456500,906950,5036
"ENGUARD",357783,23385,51776,5885,318,568,435,248,938,2075800,970944,3506
"R.X",354257,23483,58930,5627,206,521,656,270,1030,2098000,965477,7526
"CORIOLIS1996",354243,47840,55849,8491,300,1186,957,479,1143,2100300,1513107,5338
"SEDA",353959,3988,14420,743,477,402,222,18,640,200600,113549,897
"RITHILIN",352844,27049,40033,6032,215,786,276,139,1370,1996500,857957,1662
"MANNY GOLDSTEIN",348801,15064,26553,1105,521,435,337,174,728,752200,318415,3728
"GIRIDIUS",347040,20377,67627,6020,724,681,307,35,564,1792100,1260716,1950
"KRAISER",346733,23014,66454,7673,225,381,270,397,956,2100400,1322310,4895
"YAKURUTO",346625,26664,67054,16115,159,815,1142,209,1768,2098100,878497,6900
"JAMESTCJUGGALO",345093,10201,31596,1104,523,514,441,205,776,723400,577375,901
"SAVRUL",342797,29236,49690,2501,230,555,402,658,1301,2024600,1521542,3891
"JUANHOOPOLIO",341770,17304,47164,4460,777,362,454,74,533,861100,980065,3099
"CYPRESS_BLADE",340323,19109,66016,3912,481,789,480,92,385,1808700,1190206,2182
"NICOLO",339119,31318,39790,8088,305,1406,1488,276,3103,2100000,908803,6334
"TOFUMAN",338818,10610,26626,1190,319,863,442,25,812,797000,270405,3248
"KEDDNEX",337169,22417,68633,3118,494,621,943,73,653,2097300,706406,2357
"TANGODELTA12",331692,26258,39435,3584,213,309,381,866,832,1659300,1022104,2301
"POMMY",331302,14317,35574,1889,254,796,600,362,1194,1353000,524977,3892
"WARBRAND2",331239,24671,47304,4669,226,792,616,824,996,2097200,910748,2796
"E=MC^2",329188,11455,42457,2386,567,475,328,312,740,1017600,452761,4289
"SPARTAN4125",326708,28803,62248,9315,176,287,380,1080,319,2105600,777237,11417
"NUELEN",323889,19086,48282,5180,519,704,435,97,778,1402800,635062,3579
"WYZZ",321238,14287,35096,2097,533,482,313,104,832,951500,653568,5079
"SCHLEUDERER",319010,16611,51801,1181,333,195,583,620,188,1559300,759321,2890
"CRAY",318937,16561,32451,2558,555,474,229,243,326,1390700,542746,2097
"CLIVERED",318133,17452,40343,4805,225,668,292,54,1034,1471100,728894,3285
"FREEZ",316973,18235,43231,3705,493,748,229,113,1614,1522800,871359,2582
"TIARINBLATE",315988,7979,28368,4093,198,344,288,20,357,814800,423608,3056
"ROBERT A. GREEN",313129,28591,56092,8090,242,801,683,408,1742,2099900,1618366,10976
"RELANSCARLET",312127,20088,54836,1734,541,386,487,870,156,1231400,614894,1281
"ONONYMOUS",312108,10045,25114,1632,232,238,105,92,407,874600,443726,1546
"ELYSIUM",311033,19027,69846,1359,1528,478,192,38,469,910600,678218,3445
"DEADSOULS19",310582,10660,29399,2037,448,454,270,21,1265,949800,756126,3760
"SESH",309386,25524,72826,13930,132,249,476,72,627,1519400,1965047,3328
"FOREFOX",307824,11111,28831,1485,332,441,438,199,468,901500,356506,1240
"WHITEFLAW",306095,18597,38489,967,326,750,532,228,1018,1569000,833038,2030
"CHARLESTONE",305830,12868,48203,1708,326,352,529,137,543,1099100,525609,3182
"PANZER KATZE",304449,7894,42284,187,1425,423,513,475,371,708600,470467,1272
"BANANA.RAR",304033,17864,35268,3674,334,485,244,247,720,1072800,623902,2253
"MININGBOY1989",302625,14778,38127,3655,286,913,429,48,1086,1098500,388198,3565
"PROSKILLS",300442,15699,40398,6533,593,641,420,86,1254,1112700,625126,5055
"GUNSUP!",299689,18730,44828,5288,245,804,621,143,1498,1739900,774695,7805
"JHONNY NIDEB",295268,13808,29174,3192,370,538,687,416,850,1134600,365831,4952
"JAY DADDY",294993,10362,34318,3024,445,242,126,140,344,840100,461265,2087
"SERGEANT MUFFINS",294985,13234,26691,1351,295,536,431,228,889,1173500,372504,3236
"VL",292312,20232,53513,6438,707,689,741,115,847,1995000,574690,10303
"1LONELYSNIPER",291313,13468,32457,4525,204,625,312,271,684,1129800,721678,4142
"MR. HOPS",290473,22842,63975,13556,162,405,460,214,806,2084199,1229528,7521
"SETSUNA KURAZAKI",287594,9677,31912,675,496,1173,1304,162,866,691500,180457,4837
"LEWD LOLI",284959,7162,36293,229,794,450,332,351,306,561100,165294,1548
"DYALOT",284588,7398,17796,2892,158,588,178,124,528,777300,281277,2236
"AABBWHY",283586,19235,58766,5993,1023,717,902,48,1276,1480100,387912,3361
"PLASTICHEART",283229,20512,51493,3474,243,492,535,394,470,1666400,894341,3475
"SONICG52",282937,16189,52750,4112,370,238,175,241,320,1007700,956409,2589
"FHDDG",281391,15155,40477,2825,283,425,136,497,723,1531900,802125,1778
"PABBATT BLUE",281370,16935,35590,2362,1337,291,207,292,811,1241000,785390,1631
"C417632069",280778,18717,39383,3790,404,1115,425,38,1170,2037000,598034,3164
"MOIST CLAIM MEAT",279209,6314,27341,899,326,473,359,94,326,472200,343126,2626
"MOOMOOMOO",278090,15614,61131,10464,168,348,425,111,622,1335900,942023,5989
"XIANDER",276381,14127,46691,2972,554,212,118,56,483,946300,1001222,1033
"MIRACLE",276309,17682,51305,4729,450,639,517,100,1030,1736500,727629,3600
"PRIVATE JF",275934,2787,14720,192,777,256,205,78,222,202900,63106,463
"ZUKKIE",274837,22501,47283,7270,187,514,557,276,1375,1468300,875663,7096
"WALTARRON",273989,45455,42187,4934,328,844,508,361,1321,2104000,1130213,4813
"STEVE450",273692,14899,38461,1753,486,475,370,196,669,1486300,562811,1844
"KEMENZ",273414,11648,43876,1918,229,333,367,320,651,1063400,965909,2440
"TIRED SLOTH",272965,13188,37294,771,385,584,414,283,517,896100,613724,1036
"CH4K4N",272554,13015,45350,1460,907,497,410,281,613,920000,960211,1761
"RADE",271247,20278,52797,6029,310,467,518,316,632,1240400,776988,5687
"AKAME.T",271012,12665,37878,3238,174,1151,715,61,1275,1170500,486828,4545
"TRYHARDNOOB",270673,3154,17522,56,630,262,197,35,189,276000,127033,520
"COMPUTER RAGE",270311,6300,22740,276,335,584,654,56,376,416800,160323,2780
"TOPHAT",269521,12581,35460,2828,268,471,263,287,998,1232700,517483,1809
"SGT.JAYNIMROD",268709,16090,36991,2880,254,323,225,191,756,1603300,631643,3843
"11QQ",268706,17923,30524,4591,265,739,714,71,2156,1508000,603229,3619
"OLDMANPUSHTHECAR",267661,9925,26139,2729,239,410,215,163,581,1011300,181317,5427
"PIRX",267434,21230,63056,7899,247,595,827,33,589,1788200,1261677,2687
"JONESY22",267033,21255,58814,6268,212,169,321,200,688,1058100,928241,2332
"ALISTER",262826,26477,58806,13301,157,198,280,79,723,2097800,967445,8983
"GIBBS",262281,10282,31711,4452,223,398,347,163,504,722700,805992,2361
"DAVIN",262029,24651,29548,2154,258,1551,1446,58,3785,1939300,369602,6649
"GHOSTRONINBOOM",258201,11199,28867,4835,279,459,308,50,529,818200,337834,3992
"AZERIU",257887,14730,38439,3652,522,174,108,235,460,898400,381342,3031
"SHIN[]BI",257495,13883,29215,605,405,288,154,170,810,782800,241916,811
"JOHNAVERAGE",257182,14967,46887,3024,253,284,163,320,353,996700,784625,4087
"XID",256997,11700,39141,1057,290,435,392,204,529,947500,877695,1563
"XEROV",255092,21555,38312,4045,181,545,390,217,689,1789800,1131523,2698
"NEFERPITOU",254948,6130,26243,196,1058,231,97,155,134,488300,185009,735
"ANGRYSQUIRREL",253316,13477,36223,2467,254,232,416,153,425,892200,323310,2398
"MR. REN",248546,18020,42674,5802,283,287,208,559,716,2097200,1211480,5961
"AXPION",247959,11834,40386,4005,478,442,159,67,387,962900,621753,3815
"RIGORMORTIIS",247818,19438,29085,3529,173,268,123,319,720,1598000,599995,2543
