"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"MAYSTER",1676588,23324,114437,1091,2015,1778,1203,615,821,1834400,1133739,5182
"JUSTIN FAN",1654080,74029,212392,10241,305,3784,3948,1451,2275,2130800,4435364,18391
"JOE SHMO",1634086,67649,217239,7489,405,2687,1815,653,1759,2115600,2301653,23649
"JATIMATIK",1592756,56466,167686,9468,436,3016,2294,2260,2944,2110200,2915121,8647
"LLLLL-",1569704,37561,228154,771,1315,3826,2521,383,2417,2099500,1063555,7043
"CUCUMBER",1548678,53380,159689,4842,350,3403,2392,508,5131,2109100,1823916,24031
"SMOKO",1538818,50171,112320,1421,589,2748,2080,967,1684,2103100,1945061,17214
"SHIGEGGG",1513490,102285,222960,19651,410,2135,1473,1308,6230,2133700,5849537,10004
"GREENHORN",1476629,38124,119570,9261,321,2478,1436,637,2225,2108000,1906231,13918
"DIASHU ZUK",1457570,69088,166268,7662,345,2222,1857,1395,4172,2117400,2263382,18401
"ROSTISLAVAMK",1426674,48643,220857,10489,986,3798,2584,234,3137,2116900,3876731,20684
"JUNKYARD DOG",1422050,44517,172645,13953,314,2733,1505,1546,2963,2119000,2908138,45995
"RIKKUN",1395138,49090,127327,5917,1120,2224,1137,683,1460,2106900,2383782,4466
"KICHERKEKS",1373644,55472,185221,5189,806,1935,1695,764,3124,2103000,1881610,5248
"IRYON",1364225,67271,239197,12099,644,4027,2409,481,1557,2113900,5066726,12482
"REFRIGER RAIDER",1340520,49887,111027,11884,657,2754,1513,287,4278,2107000,1253595,12848
"CAPTAIN VODKA",1291609,35039,112370,4314,413,2097,1016,484,2679,2103700,1483892,4876
"1",1278720,56701,145526,12690,365,1764,1772,391,3507,2107800,1684871,9837
"THRAXS",1275494,40057,144172,3485,561,1788,1271,965,1810,2104800,2069392,9879
"HENB1",1206733,33267,112057,2885,1185,1741,1299,600,3075,2101100,794233,3986
"PINGO",1204466,72416,147709,8319,1126,4175,1199,1268,2476,2129500,2587795,9810
"CIUBE",1204189,22210,75010,6855,326,1258,1070,142,703,1902300,874941,6489
"ZARTACLICKING",1186605,36765,133614,5034,539,2084,1817,488,1637,2101500,1956781,12578
"XXLEMAGEXX",1181552,29686,89590,7117,216,1519,1094,1296,1379,2103400,1421031,5332
"OCELOT",1177216,60785,137771,7346,223,1852,1034,494,3136,2111700,2801172,13581
"MR. DESYNC",1170016,25408,94933,1872,529,1971,1221,202,3081,2100200,945941,11116
"SRS_SCIENTIST",1129994,20387,60357,7584,627,974,243,246,313,2097500,821904,3036
"AKOGISHI",1126879,37232,135399,5820,602,2346,2349,732,2215,2102400,1356420,19187
"MR. MRRINTAKARVA",1123377,34079,145205,4987,456,1589,956,877,1102,2102300,3715472,4769
"MR. NICEGUY",1123071,33480,141287,4172,783,2141,1469,267,2069,2100800,1516121,10067
"STAXXY",1113600,23723,100208,3828,1386,1928,982,650,1396,2098100,1140907,5835
"FREUDS CAT",1113585,44842,129965,7559,436,1623,1403,1563,1690,2109500,1593227,17539
"PSYDROSE",1094092,44018,144618,10275,383,2176,1979,273,2502,2103400,2449289,14140
"SRS",1086090,22619,68352,7189,584,1075,332,141,524,2097500,927056,2084
"GENEROYALE",1082856,21728,56190,4605,366,1191,740,75,2024,1778000,670446,3431
"STAIN",1080001,17416,49188,4407,526,1845,767,96,1465,1848500,681360,5119
"KID_MONSTER",1076651,26578,60293,5409,899,1519,573,304,1349,2101100,999066,3708
"JERSEYFIGHTER",1075355,27970,66736,10339,443,852,654,480,1951,2098600,945522,4105
"DARKYPWNZ",1075057,32832,99707,6700,377,2209,1848,442,3133,2103100,1394184,9919
"GARNETZ",1073790,72314,121273,12921,683,2406,871,604,2620,2099800,1287435,10258
"JET3",1068267,60742,152307,9356,304,3304,2145,345,3322,2113800,2696638,19826
"HIDDEN_DRIVER",1063069,15306,60203,4288,287,1170,962,67,2330,1258700,880681,4323
"LEMONPOWER",1060039,36166,110627,8406,714,1569,669,74,1239,2098900,1322915,7579
"ZEPHYRANTES",1042984,15779,70625,3295,527,1042,630,42,1302,1600100,672500,2609
"Ã¤Â»Â¥Ã¤Â¸ÂÃ¦ÂÂÃ§ÂÂ¾",1006467,20518,105346,1041,797,1353,932,263,1030,1563100,1269069,6086
"DREADNOUGH",1001810,20334,76152,2553,381,1373,765,408,1590,1727500,1036200,9524
"LUA",968950,19327,94618,4515,1034,885,435,13,818,1168400,639676,2918
"THANSHUHAI",944069,16374,79106,299,1994,1009,504,325,488,1029000,686902,812
"LENNY",926450,21173,87743,1961,4000,1519,1012,126,1342,1915100,955916,2385
"NOBIO",917672,29321,106479,4792,381,1325,704,172,1474,2097700,1763875,5708
"THRILLSEEKER",908902,23337,90232,914,1078,1269,872,547,946,1832300,691935,2246
"OM",905699,31548,134157,3547,342,2428,1582,766,1526,2100400,1219669,15779
"PHLOIDE",881861,42300,139862,11029,297,1531,874,656,1788,2111400,2624575,12313
"IRON_BEN",879612,71323,107145,8869,813,4655,1853,255,4408,2116300,1262770,10039
"SIR. PAIN",867907,50040,109774,10396,254,1669,888,643,3309,2106500,1633196,9734
"OUTOFMEMORY1",838264,49091,96821,4948,407,1308,1289,710,2774,2105000,1265939,6380
"HELLNO",816837,30505,114656,5229,689,1106,733,66,2573,1689700,615043,2094
"IMOMUSHI",815523,38452,94506,7765,352,3325,2296,641,2818,2105500,1657890,13784
"NACALYATOR",809774,49204,114364,5920,465,3106,2128,811,2733,2108800,1665690,10176
"DKFLA2222",803222,34731,138682,10315,326,1080,808,201,1636,2097700,3271240,9617
"COCONUT135",799941,32985,80246,8266,198,1498,848,280,2209,2104500,1173820,8784
"ASSIMILATOR",796166,31231,89894,7504,345,1557,1162,303,1415,2099500,1261268,14355
"MUKAIJIMA",771359,51518,164010,38852,181,2005,1534,1043,2806,2099000,1883931,52656
"ROCHELLE",759698,10716,83501,399,590,678,560,112,595,733100,816670,1700
"SKATEGRAVITY",759567,21312,78614,4674,407,821,516,329,1060,2003000,1306070,3176
"OLD FART",712170,10683,53897,437,406,1083,816,113,1385,1091000,425008,4619
"F2P_MAGGOT",707781,32567,70303,6839,225,1709,1459,668,3700,2098900,797696,9186
"SILVER BACK",704848,43640,99313,11616,175,1210,866,634,1883,2109600,1450966,10484
"MOBIUS STRIP",682653,20941,76685,3661,343,2493,2099,180,1444,1854200,892007,9870
"ESP-PLAYSKULL",678515,18684,78256,1771,839,587,597,305,797,1285400,461662,1948
"BREAD",676873,29880,81108,8928,472,1028,660,534,2853,2099900,1496339,5860
"BED RELT",666734,29690,101888,980,473,784,842,845,408,2100500,2877127,5277
"ZEALOT163",666134,31129,69207,8512,761,2190,1062,413,3171,2102200,806090,5882
"BLUE2TH",656473,25718,92391,7995,472,1595,1561,434,1881,2098200,1123702,8385
"CORBEN DALLAS",653284,40150,101592,12100,373,770,1082,365,1482,2099400,1759627,18770
"DBR0WN",649572,19270,48977,1563,286,937,388,548,1076,1649700,892410,2963
"STEYR",645057,13325,48612,3332,349,934,508,35,732,905500,558810,1861
"DOMEHATOP",636313,15306,67942,2921,554,829,650,78,1566,946900,578350,2895
"MR. GREENBEANMK1",634868,23621,115286,2249,1024,1444,1497,58,865,1715400,488104,3586
"RICTUS",630806,39370,149028,3837,829,948,1537,90,1131,1959600,1074995,2757
"PANZER VOR",623195,20176,68423,2767,528,2044,735,55,1328,2097300,771010,4456
"STEFANOBANG1",620916,32924,64388,4995,315,1059,690,120,2156,2099600,1893101,3859
"CY@",609568,20539,40652,7601,454,1252,592,77,1498,1992100,511397,5640
"MR.MUDE MG",605481,43652,109775,13514,188,556,751,222,2118,2102600,2490255,19732
"ANZAC_JOE",604330,32126,80154,6835,510,591,972,306,687,1915200,1575816,7048
"IMUEKZ",600249,42067,73195,7138,432,1936,1273,506,4864,2099900,1153595,6864
"MISTAKILL",598145,31689,76823,8137,280,710,620,633,1603,2101900,1066491,5366
"ZELF",590227,8020,29406,1868,1640,777,466,36,1298,494100,168495,1400
"EASAN",589478,47746,58012,8621,479,2367,1277,144,5765,2102900,1239325,7641
":3",587827,41644,82315,15512,443,891,687,784,1654,2103500,1025648,18509
"RANDY UCHIDA",586900,21678,43247,2271,355,1081,868,57,1546,1549300,358425,4281
"LIFY",584376,10423,55702,559,586,880,584,143,686,930900,463710,2597
"CODERNEM",573126,21604,51804,3886,217,561,314,475,714,2097800,729710,1947
"ONLINE SECURITY",560833,12579,46049,2891,296,413,233,33,810,1289500,730146,1057
"A RAGING GYPSY",560773,27741,70449,4591,337,1028,676,199,1644,1951800,928778,8646
"LEETCH42",558966,52955,99737,20206,188,429,650,235,1760,2103000,2722119,12559
"TKW",555034,27722,69076,2202,438,1671,1749,150,2353,2098000,675091,11803
"KISETU",552460,17204,64025,4340,662,820,667,115,1109,1266100,678800,5712
"YUKI-NYAN SENPAI",548756,10313,58629,119,1210,536,288,330,292,721800,279078,1099
"DEADMAN123987",547348,22149,42359,2061,249,1196,527,196,1560,2097600,751572,2576
"ZULU-XI",545855,4760,39500,140,12119,146,61,8,59,117300,17391,212
"SPOONALOT",543693,24933,60245,6107,319,990,544,386,892,2040100,814090,7226
"MEMO",535530,20692,58161,4138,406,793,417,39,805,1636200,776799,2587
"HILDEGRIM",520534,24893,79470,6837,272,569,474,245,1110,2099400,1176200,5183
"N.C.N.N",517790,21375,90365,4499,478,887,588,100,1229,2054100,1096295,5815
"FALLEN DREAMS",516618,25349,76609,5772,342,687,805,488,1944,2099200,1509911,8918
"KDDI",510630,7518,41489,283,2545,601,348,62,581,648100,370680,985
"KALISHNAKOV",507618,22772,57932,4286,238,950,747,411,815,1881500,761074,7047
"FOREVERARIA",504448,17083,68103,5940,627,1245,481,76,986,1582100,871923,4291
"KERMER",497132,15817,56771,2682,328,1076,683,156,1050,1236000,686904,4867
"SUTOPIA",492492,17806,30146,6680,620,1213,395,57,3912,1775900,276577,5976
"ROCKEYE",487377,22286,87329,7523,354,925,763,197,750,1909800,889645,4631
"ONLYNOOBSTRYHARD",484086,7984,30029,1458,504,663,284,73,483,829900,400514,2113
"BLACKSTAR101",481910,21347,47129,2922,293,555,294,102,1202,1786200,1186806,3943
"FAIL PLAYER",481251,25473,62580,6087,258,839,793,758,776,2098500,1445808,6060
"JOHNG",480364,36464,77686,13785,344,628,640,294,1241,2098300,823283,4295
"MARANELLO",475714,34917,104180,3145,1559,1397,1709,91,1934,2097500,605617,13387
"XM177",466698,16690,50568,7417,205,544,418,924,698,1532600,1102179,3520
"JAKE S",465740,36258,73889,6543,300,1429,556,277,1479,2104300,1137102,4974
"WILLIAMIONIANA",462769,28480,54354,4351,248,876,530,734,1574,2100100,857792,4608
"NB",461507,13250,36217,1021,334,463,332,196,514,951200,281948,591
"ROKPARATROOPER",459296,17328,55701,3497,273,313,393,255,663,1589300,888099,6279
"CHAPATTI",457816,29394,52623,5905,805,833,457,484,1105,2098400,1184053,2031
"ROD SERLING",450772,14753,42855,3347,350,635,306,118,869,1057300,660610,1678
"DUBAYOO",441676,27757,51432,3266,294,1026,694,404,951,2027900,844349,5444
"PHRAL",436044,21193,65762,3862,419,920,749,471,1271,1585000,1184256,4840
"LIUSUAN",434442,21384,70715,5181,361,1823,944,152,2342,1770700,1074934,7102
"ZELI",434093,28185,68695,8493,310,966,738,514,662,1944000,1087343,8760
"CLOUD18",431702,16301,57107,3558,387,968,524,59,600,1407100,894261,1354
"LONE",430478,18009,78399,8838,237,449,729,131,598,1536600,1353946,9273
"CODENAME-FIVE",427077,18789,56592,1526,599,860,345,196,775,1260000,1080070,3644
"KAIKEL",423334,22389,70191,6843,236,731,406,230,674,2097400,1261896,1833
"KILROY",416621,19115,50739,5847,272,758,442,375,1098,2020700,871470,6504
"MIYUNBUYU",414914,12994,51243,2334,487,559,442,169,747,958300,588415,2927
"RIGHTWINGNINJA",411878,15064,39720,2784,490,543,361,422,610,1332500,713108,1880
"BLACK RABBIT",409808,24717,67797,2044,474,457,940,301,812,2099400,1472644,2565
"ERUISS",406722,23300,55437,5280,430,1246,774,298,1093,1929000,913680,4335
"BEAUTOWNOUTLAW",404975,38276,51857,3609,368,996,756,665,1739,2100700,899868,5278
"AFROKITSUNE",403246,38795,63700,11174,192,911,557,417,1536,2107200,1378800,10444
"WASUPZ3R",401762,19215,58644,3829,371,499,398,227,801,1802600,1448186,3079
"PLAYSKULL",401706,17825,58217,3437,1625,427,276,138,839,1403200,686314,2180
"ROSWORTH",401687,27350,73293,3534,248,534,307,419,716,2097200,855050,2027
"YTHIEL",398988,15625,63526,1577,432,1227,611,170,311,1699000,1280487,3281
"LEEIZAZOMBIE",398315,14840,39967,3330,612,487,553,112,688,991500,794394,3770
"CANNON-FODDER",398310,14168,58820,3465,555,569,330,128,543,1181700,677016,5358
"POOFY PONY",397805,26021,56203,3162,394,567,267,895,697,1950000,1208259,2749
"ICETECHNICIAN",394414,22129,60801,5782,215,1362,1512,167,2003,2002700,698491,5104
"WJSLK",392279,18002,67154,7025,364,1296,1159,131,1999,2070500,660470,7307
"SEVASTOPOL",390952,20104,73143,8123,437,625,477,270,1175,1720300,973027,5211
"PT.C",389622,23554,68003,8371,830,1365,1255,135,1144,2098900,778048,3425
"KUJO",386064,8453,30075,983,762,568,259,162,585,780900,344443,832
"CORIOLIS1128",385880,35919,56146,4062,222,1076,1111,975,973,2099500,1475109,6238
"TIGER5678",384337,28681,72323,5472,318,1277,1035,158,2281,2102500,1249291,13749
"KINGFISH101",384083,19974,47947,6124,224,789,366,886,795,2019900,1223422,4564
"MR.LIU9621",381118,27947,50892,6733,316,894,493,169,1092,2099200,831615,5143
"MERBLE",379989,15918,56030,3244,292,539,440,369,784,1521800,901894,5506
"LIU",379542,20289,46020,7881,292,791,392,57,1000,2000300,515538,2295
"CPTFOOT",379421,9976,46846,1071,464,642,424,269,438,807000,516583,3885
"SARGENT WHISKY",379056,19376,51463,4097,275,816,641,361,1242,1787500,835474,5913
"NO-BIO",376982,11422,43773,597,524,319,233,62,686,707600,842889,1660
"STARWEN",376572,12340,52408,454,680,535,497,193,879,961600,108250,2560
"JOHRAEL",376465,34865,71254,6913,416,1375,885,123,1075,2098900,1358372,12112
"TALION-FR",375367,31776,82185,16799,203,812,440,269,545,2103500,1547431,6344
"HERMAÃUR",374079,9226,35070,767,423,654,356,191,512,879400,518230,3986
"YARRINGMEOWER",369689,20415,52165,3028,254,1044,587,287,1362,1611200,666186,4593
"GHJI",364998,15353,43860,5542,201,713,578,33,1470,1030599,384115,2723
"SARGEANTWAR",362977,26139,35459,5444,272,440,273,129,866,1411000,910855,2616
"MTHL",362768,20624,49882,3370,274,851,902,200,1128,1391100,478741,8145
"DKFLA222",362395,18512,65026,7510,274,403,285,247,1034,1352100,2043719,5068
"BLEUGH",361930,6777,25295,834,393,424,264,123,540,589600,196253,729
"EL_CULERO",360649,32624,41103,8787,179,693,477,661,2333,2101900,1590646,4771
"CAPITAN RUSSEL",359963,18623,35429,4560,185,797,600,144,1744,1407600,605417,2150
"UNIVERSALI",357577,16208,45936,2952,333,612,619,203,1293,1448300,903665,4994
"ENGUARD",357047,23319,51646,5880,318,568,432,247,936,2068900,968938,3501
"BASTO",356743,18853,52554,5019,247,229,465,100,693,986200,503004,4447
"PRVJPT",355610,46588,96733,25954,227,129,386,213,959,2106100,3066376,3119
"CORIOLIS1996",354243,47840,55849,8491,300,1186,957,479,1143,2100300,1513107,5338
"SEDA",353959,3988,14420,743,477,402,222,18,640,200600,113549,897
"RITHILIN",352644,26978,39996,6022,215,786,274,138,1365,1992000,857120,1654
"WANZER",349192,15802,59705,1953,307,438,405,289,354,1471600,919157,2999
"NUTTERTOOL",347547,16376,56314,4573,223,557,568,260,1004,1657100,616909,8026
"OPT_0",347495,28778,35316,5331,172,516,662,486,1343,1155400,609446,3997
"GIRIDIUS",347040,20377,67627,6020,724,681,307,35,564,1792100,1260716,1950
"N4P4LM",346159,27772,71476,13712,133,572,413,507,516,2100900,1429344,7121
"JAMESTCJUGGALO",345093,10201,31596,1104,523,514,441,205,776,723400,577375,901
"JUANHOOPOLIO",341770,17304,47164,4460,777,362,454,74,533,861100,980065,3099
"CYPRESS_BLADE",340323,19109,66016,3912,481,789,480,92,385,1808700,1190206,2182
"NICOLO",339005,31299,39789,8083,305,1406,1488,276,3099,2100000,908718,6330
"TOFUMAN",338818,10610,26626,1190,319,863,442,25,812,797000,270405,3248
"FLAT CAT",335803,15991,46425,2062,252,521,521,775,470,1396700,608986,6539
"KRAISER",335184,22261,64483,7537,225,376,261,373,937,2100000,1282477,4726
"NONEJ",333699,24661,48354,5311,571,683,478,278,906,1917100,590814,4095
"MALICK",333086,13156,49425,1237,573,487,372,171,999,1022600,1078344,2514
"POMMY",331302,14315,35574,1889,254,796,600,362,1194,1352700,524952,3892
"SAVRUL",329528,28002,48006,2418,230,531,355,639,1220,1938500,1480021,3730
"KEDDNEX",326979,21797,66686,3106,494,617,935,72,649,2097200,688434,2313
"SPARTAN4125",324947,28686,61939,9292,176,286,379,1076,318,2105500,772652,11386
"NUELEN",323889,19086,48282,5180,519,704,435,97,778,1402800,635062,3579
"WYZZ",321238,14287,35096,2097,533,482,313,104,832,951500,653568,5079
"SCHLEUDERER",319010,16611,51801,1181,333,195,583,620,188,1559300,759321,2890
"CLIVERED",318133,17452,40343,4805,225,668,292,54,1034,1471100,728894,3285
"TIARINBLATE",315988,7979,28368,4093,198,344,288,20,357,814800,423608,3056
"TANGODELTA12",314853,25043,37561,3503,213,290,364,824,803,1565800,967843,2088
"CRAY",314370,16197,31709,2519,555,468,228,231,321,1353500,533841,2067
"ONONYMOUS",312108,10045,25114,1632,232,238,105,92,407,874600,443726,1546
"YAKURUTO",311735,24802,60470,14878,159,766,1088,202,1679,2097700,799378,6308
"ELYSIUM",311033,19027,69846,1359,1528,478,192,38,469,910600,678218,3445
"DEADSOULS19",310582,10660,29399,2037,448,454,270,21,1265,949800,756126,3760
"FOREFOX",307824,11111,28831,1485,332,441,438,199,468,901500,356506,1240
"WARBRAND2",307304,23117,44070,4448,226,742,552,746,933,1954300,846271,2598
"WHITEFLAW",306095,18597,38489,967,326,750,532,228,1018,1569000,833038,2030
"FREEZ",305770,17779,41788,3644,493,722,211,109,1576,1480500,837927,2517
"SESH",305067,25134,71984,13791,132,247,466,72,619,1487000,1946285,3291
"ANDEXA",305027,18357,46424,2463,520,263,249,250,402,1347900,755031,3722
"BANANA.RAR",304033,17864,35268,3674,334,485,244,247,720,1072800,623902,2253
"FRIDAY",302944,19237,46519,1808,290,758,557,482,1239,1760900,878271,3458
"CHARLESTONE",302845,12711,47688,1689,326,350,525,133,539,1079200,519746,3146
"MININGBOY1989",301134,14667,37876,3623,286,906,426,48,1078,1087700,385748,3546
"GUNSUP!",299689,18730,44828,5288,245,804,621,143,1498,1739900,774695,7805
"PROSKILLS",299077,15646,40241,6515,593,641,420,86,1253,1106600,623238,5031
"ROBERT A. GREEN",296312,27541,53659,7878,242,755,672,377,1691,2099200,1520661,10551
"SERGEANT MUFFINS",294985,13234,26691,1351,295,536,431,228,889,1173500,372504,3236
"JAY DADDY",292245,10310,34146,3020,445,242,126,140,343,836200,459448,2085
"1LONELYSNIPER",291313,13468,32457,4525,204,625,312,271,684,1129800,721678,4142
"PANZER_KATZE",288197,13957,43541,1220,321,393,653,645,666,1324800,610966,2228
"SETSUNA KURAZAKI",287594,9677,31912,675,496,1173,1304,162,866,691500,180457,4837
"LEWD LOLI",284959,7162,36293,229,794,450,332,351,306,561100,165294,1548
"DYALOT",284588,7398,17796,2892,158,588,178,124,528,777300,281277,2236
"AABBWHY",283600,19231,58766,5992,1023,717,902,48,1275,1479900,387910,3361
"SONICG52",282937,16189,52750,4112,370,238,175,241,320,1007700,956409,2589
"C417632069",280778,18717,39383,3790,404,1115,425,38,1170,2037000,598034,3164
"JHONNY NIDEB",277727,13098,27803,3009,370,504,672,383,812,1048700,350059,4841
"XIANDER",276381,14127,46691,2972,554,212,118,56,483,946300,1001222,1033
"MR. HOPS",276329,21899,60966,13247,162,374,446,195,760,1980800,1201246,7277
"PRIVATE JF",275934,2787,14720,192,777,256,205,78,222,202900,63106,463
"ZUKKIE",274837,22497,47283,7269,187,514,557,276,1375,1468000,875663,7096
"KEMENZ",273414,11648,43876,1918,229,333,367,320,651,1063400,965909,2440
"MOOMOOMOO",272837,15397,60215,10293,168,344,417,109,619,1309500,936611,5894
"TIRED SLOTH",272183,13131,37207,771,385,582,414,282,515,893300,612807,1033
"PABBATT BLUE",272077,16321,34328,2293,1337,288,204,270,798,1170300,750649,1553
"RADE",271247,20278,52797,6029,310,467,518,316,632,1240400,776988,5687
"CH4K4N",270824,12940,45081,1447,907,497,409,278,606,914300,958057,1751
"TRYHARDNOOB",270673,3154,17522,56,630,262,197,35,189,276000,127033,520
"COMPUTER RAGE",270311,6300,22740,276,335,584,654,56,376,416800,160323,2780
"RELANSCARLET",269302,18320,49868,1698,541,324,440,767,135,1056400,599856,1061
"SGT.JAYNIMROD",268709,16090,36991,2880,254,323,225,191,756,1603300,631643,3843
"11QQ",267904,17837,30390,4577,265,736,709,71,2152,1499100,600887,3603
"OLDMANPUSHTHECAR",267661,9925,26139,2729,239,410,215,163,581,1011300,181317,5427
"PIRX",267434,21230,63056,7899,247,595,827,33,589,1788200,1261677,2687
"JONESY22",267033,21255,58814,6268,212,169,321,200,688,1058100,928241,2332
"BUMWORMZ",264927,24521,43881,6428,226,368,438,195,658,1437600,1090080,2929
"R.X",262862,18364,46253,4787,206,362,444,207,739,1731900,789212,5908
"DAVIN",262029,24651,29548,2154,258,1551,1446,58,3785,1939300,369602,6649
"GIBBS",261906,10257,31643,4441,223,398,346,163,503,721000,804045,2352
"WALTARRON",261725,43948,40382,4748,328,802,475,355,1268,2103100,1067317,4533
"QIYUAN",258775,20252,38127,1629,421,396,284,51,676,1265500,1341121,1249
"AZERIU",257887,14730,38439,3652,522,174,108,235,460,898400,381342,3031
"JOHNAVERAGE",257182,14967,46887,3024,253,284,163,320,353,996700,784625,4087
"GHOSTRONINBOOM",255540,11122,28636,4798,279,457,305,50,523,812300,335895,3959
"NEFERPITOU",254948,6130,26243,196,1058,231,97,155,134,488300,185009,735
"MOIST CLAIM MEAT",254738,5855,25169,838,326,438,330,86,300,437600,317617,2371
"SHIN[]BI",253867,13790,29068,603,405,285,152,170,798,780000,241567,807
"ANGRYSQUIRREL",253316,13477,36223,2467,254,232,416,153,425,892200,323310,2398
"XEROV",251991,21361,37942,4034,181,542,372,214,687,1786200,1117758,2692
"ALISTER",251487,25577,56620,12921,157,189,266,74,691,2097500,944690,8704
"FENIX3",250269,7504,29117,1122,319,320,457,103,531,580400,228271,1703
"MR. REN",248546,18020,42674,5802,283,287,208,559,716,2097200,1211480,5961
"AXPION",247959,11834,40386,4005,478,442,159,67,387,962900,621753,3815
"RIGORMORTIIS",247818,19438,29085,3529,173,268,123,319,720,1598000,599995,2543
"THE RWR PUNISHER",247280,7531,28112,511,340,987,1009,110,775,527200,139150,4087
"NIKOLAI SANDROFF",246464,27633,25596,6458,195,641,407,52,2172,1812700,463336,2952
"SHITGAME",244054,11537,49160,1447,1028,615,894,67,1222,1047599,194454,1601
"XANAX",242446,16813,34213,2023,320,389,252,95,958,1425700,757225,1630
"BOXY BROWN",240952,20970,53061,7530,240,205,163,397,401,2097400,1010301,4199
"GANKEY",240597,24790,54122,7574,229,264,458,113,545,959300,831982,4284
"LKJHVC",240517,12055,36064,1509,362,267,296,133,355,812000,432340,1364
"TREEFORD",238746,8608,30020,3701,189,403,285,121,396,767600,372975,2776
"JULYAN",238485,11543,37705,1235,483,248,341,260,245,786200,587527,2193
"FIRED CEO",237723,14699,33388,2496,176,200,265,343,347,1430700,913923,1986
"CHAINKILLER_NL",236180,18208,31854,4238,274,468,445,232,1730,1396200,417971,4413
"ARGONTITAN",235285,14648,45332,3144,292,319,293,126,853,1273500,481790,5116
"MINISHEEP",233817,16559,40394,5392,182,438,431,63,574,1910400,756184,5714
"FHDDG",232938,13179,34513,2613,283,329,99,391,594,1275700,671901,1619
"MR. SKELLINGTON",232637,12298,32193,5336,221,493,469,119,626,918400,472961,2970
"NITCH",232428,9375,26215,2575,465,345,344,103,612,748900,324041,2545
"TINGTINGTHS",231530,11330,44796,8389,139,210,358,91,404,936800,997830,4752
